"","Day","Station","Min.Delay","Min.Gap","Bound","Line","TTC.clean_time.labeled","Month"
"2714","Saturday","QUEEN'S PARK STATION","3","8","N","YU","Evening","Spetember"
"2715","Saturday","CHESTER STATION","3","7","E","BD","Evening","Spetember"
"2716","Saturday","KENNEDY SRT STATION","6","12","S","SRT","Evening","Spetember"
"2717","Saturday","CASTLE FRANK STATION","12","16","E","BD","Evening","Spetember"
"2718","Sunday","SHEPPARD WEST STATION","5","15","N","YU","Night","Spetember"
"2719","Sunday","KENNEDY BD STATION","26","30","E","BD","Night","Spetember"
"2720","Sunday","SHEPPARD WEST STATION","5","15","N","YU","Morning","Spetember"
"2721","Sunday","DOWNSVIEW PARK STATION","10","20","N","YU","Morning","Spetember"
"2722","Sunday","CHRISTIE STATION","3","5","W","BD","Afternoon","Spetember"
"2723","Sunday","ELLESMERE STATION","3","9","N","SRT","Afternoon","Spetember"
"2724","Sunday","WILSON STATION","5","10","N","YU","Evening","Spetember"
"2725","Sunday","SHEPPARD WEST STATION","5","10","N","YU","Evening","Spetember"
"2726","Sunday","SHEPPARD WEST STATION","6","11","N","YU","Evening","Spetember"
"2727","Sunday","VAUGHAN MC STATION","6","11","S","YU","Evening","Spetember"
"2728","Sunday","ST GEORGE BD STATION","4","8","E","BD","Evening","Spetember"
"2729","Sunday","SHEPPARD WEST STATION","10","15","N","YU","Evening","Spetember"
"2730","Sunday","SHEPPARD WEST STATION","11","16","N","YU","Evening","Spetember"
"2731","Sunday","VAUGHAN MC STATION","5","10","S","YU","Evening","Spetember"
"2732","Sunday","SHEPPARD WEST STATION","8","13","N","YU","Evening","Spetember"
"2733","Monday","BLOOR STATION","7","11","S","YU","Night","October"
"2734","Monday","DAVISVILLE STATION","5","10","N","YU","Morning","October"
"2735","Monday","MCCOWAN STATION","8","18","S","SRT","Morning","October"
"2736","Monday","KEELE STATION","5","10","W","BD","Morning","October"
"2737","Monday","KIPLING STATION","4","6","W","BD","Morning","October"
"2738","Monday","ST GEORGE BD STATION","4","6","E","BD","Morning","October"
"2739","Monday","QUEEN STATION","3","5","S","YU","Morning","October"
"2740","Monday","ISLINGTON STATION","3","5","W","BD","Morning","October"
"2741","Monday","COLLEGE STATION","3","5","S","YU","Morning","October"
"2742","Monday","GREENWOOD STATION","3","5","E","BD","Morning","October"
"2743","Monday","KIPLING STATION","3","6","E","BD","Afternoon","October"
"2744","Monday","OLD MILL STATION","4","7","E","BD","Afternoon","October"
"2745","Monday","SHEPPARD WEST STATION","10","13","N","YU","Afternoon","October"
"2746","Monday","SHEPPARD WEST STATION","5","8","N","YU","Afternoon","October"
"2747","Monday","COXWELL STATION","6","8","E","BD","Evening","October"
"2748","Monday","OSGOODE STATION","3","5","N","YU","Evening","October"
"2749","Monday","DAVISVILLE STATION","4","7","N","YU","Evening","October"
"2750","Monday","KENNEDY BD STATION","4","7","E","BD","Evening","October"
"2751","Monday","VAUGHAN MC STATION","5","10","S","YU","Evening","October"
"2752","Monday","ST PATRICK STATION","5","10","S","YU","Evening","October"
"2753","Monday","BROADVIEW STATION","5","10","E","BD","Evening","October"
"2754","Tuesday","LAWRENCE STATION","3","5","S","YU","Morning","October"
"2755","Tuesday","KING STATION","5","7","S","YU","Morning","October"
"2756","Tuesday","MUSEUM STATION","4","6","N","YU","Morning","October"
"2757","Tuesday","DON MILLS STATION","6","11","E","SHP","Morning","October"
"2758","Tuesday","ISLINGTON STATION","4","7","W","BD","Afternoon","October"
"2759","Tuesday","WARDEN STATION","3","5","W","BD","Afternoon","October"
"2760","Tuesday","ST GEORGE YUS STATION","6","9","S","YU","Afternoon","October"
"2761","Tuesday","MAIN STREET STATION","5","8","E","BD","Afternoon","October"
"2762","Tuesday","CHESTER STATION","4","6","W","BD","Afternoon","October"
"2763","Tuesday","DONLANDS STATION","3","5","E","BD","Afternoon","October"
"2764","Tuesday","BATHURST STATION","8","10","E","BD","Afternoon","October"
"2765","Tuesday","SHEPPARD WEST STATION","9","12","S","YU","Evening","October"
"2766","Tuesday","BAYVIEW STATION","13","18","E","SHP","Evening","October"
"2767","Tuesday","CASTLE FRANK STATION","3","6","W","BD","Evening","October"
"2768","Tuesday","KENNEDY BD STATION","5","10","W","BD","Evening","October"
"2769","Tuesday","KIPLING STATION","3","7","E","BD","Evening","October"
"2770","Wednesday","QUEEN STATION","8","10","N","YU","Morning","October"
"2771","Wednesday","SHEPPARD WEST STATION","3","6","S","YU","Morning","October"
"2772","Wednesday","OSGOODE STATION","3","6","S","YU","Afternoon","October"
"2773","Wednesday","SHEPPARD WEST STATION","14","17","N","YU","Afternoon","October"
"2774","Wednesday","LAWRENCE WEST STATION","12","15","N","YU","Afternoon","October"
"2775","Wednesday","CHESTER STATION","7","9","W","BD","Afternoon","October"
"2776","Wednesday","ST GEORGE BD STATION","3","5","W","BD","Evening","October"
"2777","Wednesday","VICTORIA PARK STATION","3","6","W","BD","Evening","October"
"2778","Thursday","DAVISVILLE STATION","3","6","N","YU","Morning","October"
"2779","Thursday","KIPLING STATION","3","5","E","BD","Morning","October"
"2780","Thursday","WELLESLEY STATION","7","9","S","YU","Morning","October"
"2781","Thursday","COXWELL STATION","3","5","E","BD","Morning","October"
"2782","Thursday","DAVISVILLE STATION","3","5","S","YU","Morning","October"
"2783","Thursday","ST GEORGE BD STATION","4","7","E","BD","Afternoon","October"
"2784","Thursday","UNION STATION","3","6","N","YU","Afternoon","October"
"2785","Thursday","SHEPPARD WEST STATION","5","8","N","YU","Afternoon","October"
"2786","Thursday","BROADVIEW STATION","8","10","W","BD","Afternoon","October"
"2787","Thursday","BATHURST STATION","4","6","W","BD","Evening","October"
"2788","Thursday","DONLANDS STATION","4","6","E","BD","Evening","October"
"2789","Thursday","ST GEORGE BD STATION","4","6","W","BD","Evening","October"
"2790","Thursday","KENNEDY BD STATION","5","8","E","BD","Evening","October"
"2791","Thursday","WOODBINE STATION","15","18","E","BD","Evening","October"
"2792","Thursday","WILSON STATION","9","11","N","YU","Evening","October"
"2793","Thursday","KIPLING STATION","4","8","W","BD","Evening","October"
"2794","Thursday","SHEPPARD WEST STATION","5","10","N","YU","Evening","October"
"2795","Thursday","JANE STATION","3","7","W","BD","Evening","October"
"2796","Thursday","DUPONT STATION","7","12","N","YU","Evening","October"
"2797","Thursday","BLOOR STATION","4","9","N","YU","Evening","October"
"2798","Friday","ROYAL YORK STATION","5","9","E","BD","Night","October"
"2799","Friday","UNION STATION","7","12","S","YU","Night","October"
"2800","Friday","SHEPPARD WEST STATION","6","10","N","YU","Morning","October"
"2801","Friday","SHEPPARD WEST STATION","3","7","N","YU","Morning","October"
"2802","Friday","SHEPPARD WEST STATION","4","8","N","YU","Morning","October"
"2803","Friday","SHEPPARD WEST STATION","4","8","N","YU","Morning","October"
"2804","Friday","SHEPPARD WEST STATION","4","9","N","YU","Morning","October"
"2805","Friday","SHEPPARD WEST STATION","4","6","N","YU","Afternoon","October"
"2806","Friday","BAY STATION","6","8","E","BD","Afternoon","October"
"2807","Friday","WILSON STATION","3","5","S","YU","Afternoon","October"
"2808","Friday","YORKDALE STATION","12","14","N","YU","Afternoon","October"
"2809","Friday","SHEPPARD WEST STATION","5","7","N","YU","Afternoon","October"
"2810","Friday","PAPE STATION","3","5","E","BD","Afternoon","October"
"2811","Friday","ISLINGTON STATION","3","5","W","BD","Evening","October"
"2812","Friday","QUEEN STATION","3","5","N","YU","Evening","October"
"2813","Friday","LAWRENCE EAST STATION","25","30","S","SRT","Evening","October"
"2814","Friday","PAPE STATION","3","5","E","BD","Evening","October"
"2815","Friday","SHEPPARD WEST STATION","9","11","N","YU","Evening","October"
"2816","Friday","DAVISVILLE STATION","4","9","S","YU","Evening","October"
"2817","Saturday","PAPE STATION","4","8","E","BD","Night","October"
"2818","Saturday","LAWRENCE WEST STATION","13","18","N","YU","Night","October"
"2819","Saturday","GREENWOOD STATION","4","9","E","BD","Morning","October"
"2820","Saturday","VAUGHAN MC STATION","4","9","S","YU","Morning","October"
"2821","Saturday","CHESTER STATION","10","14","E","BD","Afternoon","October"
"2822","Saturday","BLOOR STATION","3","8","N","YU","Afternoon","October"
"2823","Saturday","COXWELL STATION","3","7","W","BD","Evening","October"
"2824","Saturday","CHESTER STATION","4","9","E","BD","Evening","October"
"2825","Saturday","CHESTER STATION","4","8","W","BD","Evening","October"
"2826","Saturday","BLOOR STATION","4","9","N","YU","Evening","October"
"2827","Sunday","GLENCAIRN STATION","5","9","S","YU","Morning","October"
"2828","Sunday","QUEEN'S PARK STATION","4","8","S","YU","Afternoon","October"
"2829","Sunday","COXWELL STATION","4","8","W","BD","Afternoon","October"
"2830","Sunday","GLENCAIRN STATION","3","6","N","YU","Afternoon","October"
"2831","Sunday","MIDLAND STATION","5","10","S","SRT","Evening","October"
"2832","Sunday","DUPONT STATION","3","7","N","YU","Evening","October"
"2833","Sunday","MIDLAND STATION","6","11","N","SRT","Evening","October"
"2834","Sunday","ISLINGTON STATION","3","7","E","BD","Evening","October"
"2835","Monday","KIPLING STATION","7","11","W","BD","Night","October"
"2836","Monday","KENNEDY BD STATION","4","8","E","BD","Evening","October"
"2837","Monday","DOWNSVIEW PARK STATION","5","10","N","YU","Evening","October"
"2838","Monday","ST PATRICK STATION","4","9","N","YU","Evening","October"
"2839","Tuesday","ROSEDALE STATION","6","11","N","YU","Night","October"
"2840","Tuesday","BROADVIEW STATION","8","10","W","BD","Morning","October"
"2841","Tuesday","BATHURST STATION","5","9","E","BD","Morning","October"
"2842","Tuesday","BLOOR STATION","3","5","N","YU","Morning","October"
"2843","Tuesday","DUFFERIN STATION","10","12","E","BD","Morning","October"
"2844","Tuesday","LESLIE STATION","4","9","E","SHP","Morning","October"
"2845","Tuesday","DON MILLS STATION","5","10","W","SHP","Morning","October"
"2846","Tuesday","PAPE STATION","3","5","W","BD","Morning","October"
"2847","Tuesday","KENNEDY BD STATION","3","6","W","BD","Morning","October"
"2848","Tuesday","ST GEORGE BD STATION","3","5","W","BD","Afternoon","October"
"2849","Tuesday","GREENWOOD STATION","8","11","E","BD","Afternoon","October"
"2850","Tuesday","WELLESLEY STATION","3","8","N","YU","Afternoon","October"
"2851","Tuesday","PAPE STATION","4","6","E","BD","Afternoon","October"
"2852","Tuesday","MIDLAND STATION","5","10","S","SRT","Afternoon","October"
"2853","Tuesday","SCARB CTR STATION","3","8","N","SRT","Evening","October"
"2854","Tuesday","CASTLE FRANK STATION","5","7","W","BD","Evening","October"
"2855","Tuesday","SHEPPARD WEST STATION","9","12","N","YU","Evening","October"
"2856","Tuesday","BESSARION STATION","4","9","E","SHP","Evening","October"
"2857","Tuesday","WELLESLEY STATION","8","13","N","YU","Evening","October"
"2858","Tuesday","KENNEDY BD STATION","4","8","W","BD","Evening","October"
"2859","Wednesday","JANE STATION","6","8","E","BD","Morning","October"
"2860","Wednesday","VICTORIA PARK STATION","3","5","E","BD","Morning","October"
"2861","Wednesday","KEELE STATION","4","6","W","BD","Morning","October"
"2862","Wednesday","OSSINGTON STATION","4","7","E","BD","Morning","October"
"2863","Wednesday","MCCOWAN STATION","4","10","S","SRT","Morning","October"
"2864","Wednesday","SCARB CTR STATION","6","14","S","SRT","Afternoon","October"
"2865","Wednesday","MCCOWAN STATION","6","12","S","SRT","Afternoon","October"
"2866","Wednesday","KIPLING STATION","3","6","W","BD","Afternoon","October"
"2867","Wednesday","BLOOR STATION","3","6","N","YU","Afternoon","October"
"2868","Wednesday","SPADINA BD STATION","9","11","E","BD","Afternoon","October"
"2869","Wednesday","SPADINA BD STATION","3","5","E","BD","Evening","October"
"2870","Wednesday","SHERBOURNE STATION","5","7","E","BD","Evening","October"
"2871","Wednesday","YORK UNIVERSITY STATIO","5","8","N","YU","Evening","October"
"2872","Thursday","WARDEN STATION","5","10","W","BD","Night","October"
"2873","Thursday","VAUGHAN MC STATION","10","15","N","YU","Night","October"
"2874","Thursday","SHEPPARD WEST STATION","4","8","N","YU","Morning","October"
"2875","Thursday","ST GEORGE BD STATION","3","5","W","BD","Morning","October"
"2876","Thursday","ST GEORGE BD STATION","3","6","E","BD","Afternoon","October"
"2877","Thursday","KIPLING STATION","3","6","E","BD","Afternoon","October"
"2878","Thursday","DUPONT STATION","4","6","N","YU","Afternoon","October"
"2879","Thursday","KIPLING STATION","3","6","E","BD","Afternoon","October"
"2880","Thursday","PAPE STATION","3","5","E","BD","Afternoon","October"
"2881","Thursday","SUMMERHILL STATION","3","5","N","YU","Evening","October"
"2882","Thursday","WELLESLEY STATION","5","7","S","YU","Evening","October"
"2883","Thursday","KIPLING STATION","3","5","E","BD","Evening","October"
"2884","Thursday","BROADVIEW STATION","4","6","E","BD","Evening","October"
"2885","Thursday","HIGHWAY 407 STATION","5","7","S","YU","Evening","October"
"2886","Friday","ST GEORGE YUS STATION","5","10","S","YU","Night","October"
"2887","Friday","SHEPPARD WEST STATION","9","13","N","YU","Morning","October"
"2888","Friday","BLOOR STATION","3","5","S","YU","Morning","October"
"2889","Friday","MUSEUM STATION","3","5","S","YU","Morning","October"
"2890","Friday","ST GEORGE BD STATION","4","6","W","BD","Afternoon","October"
"2891","Friday","KIPLING STATION","3","5","E","BD","Afternoon","October"
"2892","Friday","ST GEORGE BD STATION","6","8","W","BD","Evening","October"
"2893","Friday","ST GEORGE YUS STATION","4","6","N","YU","Evening","October"
"2894","Friday","OLD MILL STATION","5","8","E","BD","Evening","October"
"2895","Friday","WILSON STATION","4","7","N","YU","Evening","October"
"2896","Friday","SHEPPARD WEST STATION","3","6","S","YU","Evening","October"
"2897","Friday","LAWRENCE STATION","3","6","N","YU","Evening","October"
"2898","Friday","SHEPPARD WEST STATION","5","10","S","YU","Evening","October"
"2899","Friday","LAWRENCE STATION","3","8","N","YU","Evening","October"
"2900","Saturday","BLOOR STATION","3","8","N","YU","Night","October"
"2901","Saturday","BROADVIEW STATION","3","7","E","BD","Morning","October"
"2902","Saturday","SHEPPARD STATION","5","10","N","YU","Morning","October"
"2903","Saturday","KENNEDY SRT STATION","5","11","N","SRT","Afternoon","October"
"2904","Saturday","MCCOWAN STATION","3","9","S","SRT","Afternoon","October"
"2905","Saturday","SHEPPARD WEST STATION","4","7","S","YU","Afternoon","October"
"2906","Saturday","ST GEORGE YUS STATION","5","8","S","YU","Afternoon","October"
"2907","Saturday","KEELE STATION","5","9","W","BD","Afternoon","October"
"2908","Saturday","DAVISVILLE STATION","3","6","N","YU","Evening","October"
"2909","Saturday","RUNNYMEDE STATION","4","8","E","BD","Evening","October"
"2910","Sunday","DAVISVILLE STATION","5","10","S","YU","Morning","October"
"2911","Sunday","SHEPPARD WEST STATION","3","7","N","YU","Afternoon","October"
"2912","Sunday","SHERBOURNE STATION","38","42","E","BD","Evening","October"
"2913","Sunday","VICTORIA PARK STATION","48","53","E","BD","Evening","October"
"2914","Monday","KEELE STATION","6","10","E","BD","Night","October"
"2915","Monday","WARDEN STATION","6","9","W","BD","Morning","October"
"2916","Monday","GREENWOOD STATION","3","5","E","BD","Morning","October"
"2917","Monday","ST ANDREW STATION","3","5","S","YU","Morning","October"
"2918","Monday","KENNEDY BD STATION","3","5","W","BD","Morning","October"
"2919","Monday","BATHURST STATION","19","21","E","BD","Morning","October"
"2920","Monday","KENNEDY BD STATION","3","5","W","BD","Morning","October"
"2921","Monday","CHRISTIE STATION","3","5","E","BD","Morning","October"
"2922","Monday","VICTORIA PARK STATION","3","5","W","BD","Morning","October"
"2923","Monday","ST GEORGE YUS STATION","4","6","N","YU","Morning","October"
"2924","Monday","PAPE STATION","3","6","E","BD","Morning","October"
"2925","Monday","SHEPPARD WEST STATION","9","11","N","YU","Afternoon","October"
"2926","Monday","VICTORIA PARK STATION","3","6","W","BD","Afternoon","October"
"2927","Monday","CHRISTIE STATION","5","7","W","BD","Evening","October"
"2928","Monday","SHEPPARD WEST STATION","3","5","N","YU","Evening","October"
"2929","Monday","RUNNYMEDE STATION","8","10","W","BD","Evening","October"
"2930","Monday","BAYVIEW STATION","5","10","E","SHP","Evening","October"
"2931","Monday","OLD MILL STATION","6","9","E","BD","Evening","October"
"2932","Monday","BATHURST STATION","3","6","W","BD","Evening","October"
"2933","Monday","COLLEGE STATION","4","7","N","YU","Evening","October"
"2934","Monday","KENNEDY BD STATION","4","8","W","BD","Evening","October"
"2935","Monday","CHRISTIE STATION","4","8","E","BD","Evening","October"
"2936","Tuesday","UNION STATION","3","8","N","YU","Night","October"
"2937","Tuesday","SUMMERHILL STATION","3","7","N","YU","Morning","October"
"2938","Tuesday","SCARB CTR STATION","3","7","S","SRT","Morning","October"
"2939","Tuesday","ST GEORGE YUS STATION","4","8","S","YU","Morning","October"
"2940","Tuesday","QUEEN STATION","6","8","S","YU","Morning","October"
"2941","Tuesday","CHESTER STATION","3","5","E","BD","Morning","October"
"2942","Tuesday","ROSEDALE STATION","5","7","S","YU","Morning","October"
"2943","Tuesday","LAWRENCE WEST STATION","3","5","S","YU","Morning","October"
"2944","Tuesday","SUMMERHILL STATION","11","13","S","YU","Morning","October"
"2945","Tuesday","COXWELL STATION","3","6","W","BD","Morning","October"
"2946","Tuesday","COLLEGE STATION","17","19","S","YU","Morning","October"
"2947","Tuesday","VICTORIA PARK STATION","3","6","W","BD","Morning","October"
"2948","Tuesday","YORKDALE STATION","3","6","N","YU","Afternoon","October"
"2949","Tuesday","SHEPPARD WEST STATION","5","8","S","YU","Afternoon","October"
"2950","Tuesday","SPADINA BD STATION","3","5","E","BD","Afternoon","October"
"2951","Tuesday","MIDLAND STATION","5","10","S","SRT","Afternoon","October"
"2952","Tuesday","YORKDALE STATION","4","6","S","YU","Afternoon","October"
"2953","Tuesday","HIGHWAY 407 STATION","6","8","N","YU","Evening","October"
"2954","Tuesday","ST ANDREW STATION","3","5","S","YU","Evening","October"
"2955","Tuesday","KENNEDY BD STATION","3","5","W","BD","Evening","October"
"2956","Tuesday","BLOOR STATION","3","5","N","YU","Evening","October"
"2957","Tuesday","ISLINGTON STATION","7","10","E","BD","Evening","October"
"2958","Tuesday","VAUGHAN MC STATION","5","10","S","YU","Evening","October"
"2959","Wednesday","KIPLING STATION","6","12","E","BD","Morning","October"
"2960","Wednesday","SHEPPARD WEST STATION","9","13","S","YU","Morning","October"
"2961","Wednesday","LAWRENCE EAST STATION","3","8","S","SRT","Morning","October"
"2962","Wednesday","KING STATION","3","5","N","YU","Morning","October"
"2963","Wednesday","LAWRENCE STATION","3","5","S","YU","Morning","October"
"2964","Wednesday","ROSEDALE STATION","4","6","N","YU","Morning","October"
"2965","Wednesday","WELLESLEY STATION","5","7","S","YU","Morning","October"
"2966","Wednesday","DUPONT STATION","6","8","S","YU","Morning","October"
"2967","Wednesday","WARDEN STATION","4","6","W","BD","Morning","October"
"2968","Wednesday","SHERBOURNE STATION","8","10","W","BD","Morning","October"
"2969","Wednesday","PAPE STATION","3","5","W","BD","Morning","October"
"2970","Wednesday","WELLESLEY STATION","3","5","S","YU","Morning","October"
"2971","Wednesday","QUEEN'S PARK STATION","23","26","S","YU","Afternoon","October"
"2972","Wednesday","GREENWOOD STATION","10","13","E","BD","Afternoon","October"
"2973","Wednesday","KENNEDY BD STATION","3","6","W","BD","Afternoon","October"
"2974","Wednesday","DUPONT STATION","4","8","S","YU","Afternoon","October"
"2975","Wednesday","BAY STATION","5","8","E","BD","Afternoon","October"
"2976","Wednesday","SHEPPARD WEST STATION","29","32","N","YU","Afternoon","October"
"2977","Wednesday","DONLANDS STATION","4","6","E","BD","Afternoon","October"
"2978","Wednesday","KENNEDY BD STATION","7","9","W","BD","Afternoon","October"
"2979","Wednesday","SHERBOURNE STATION","7","9","E","BD","Afternoon","October"
"2980","Wednesday","BROADVIEW STATION","5","7","E","BD","Afternoon","October"
"2981","Wednesday","BATHURST STATION","4","6","E","BD","Afternoon","October"
"2982","Wednesday","ST ANDREW STATION","10","12","N","YU","Evening","October"
"2983","Wednesday","KING STATION","10","12","N","YU","Evening","October"
"2984","Wednesday","OSGOODE STATION","21","25","N","YU","Evening","October"
"2985","Thursday","GREENWOOD STATION","3","7","E","BD","Morning","October"
"2986","Thursday","KIPLING STATION","3","5","E","BD","Morning","October"
"2987","Thursday","DUFFERIN STATION","3","5","E","BD","Morning","October"
"2988","Thursday","COLLEGE STATION","5","8","N","YU","Afternoon","October"
"2989","Thursday","WILSON STATION","10","16","N","YU","Afternoon","October"
"2990","Thursday","KIPLING STATION","3","6","E","BD","Afternoon","October"
"2991","Thursday","WILSON STATION","51","54","N","YU","Afternoon","October"
"2992","Thursday","LAWRENCE STATION","4","7","S","YU","Afternoon","October"
"2993","Thursday","PAPE STATION","3","6","W","BD","Afternoon","October"
"2994","Thursday","ROSEDALE STATION","4","7","S","YU","Afternoon","October"
"2995","Thursday","KIPLING STATION","3","5","E","BD","Afternoon","October"
"2996","Thursday","COXWELL STATION","5","7","E","BD","Evening","October"
"2997","Thursday","WELLESLEY STATION","11","13","S","YU","Evening","October"
"2998","Thursday","CHESTER STATION","4","8","W","BD","Evening","October"
"2999","Thursday","LAWRENCE STATION","10","15","S","YU","Evening","October"
"3000","Thursday","CASTLE FRANK STATION","3","7","E","BD","Evening","October"
"3001","Friday","DUPONT STATION","41","46","S","YU","Night","October"
"3002","Friday","NORTH YORK CTR STATION","5","9","S","YU","Morning","October"
"3003","Friday","SHEPPARD WEST STATION","4","12","N","YU","Morning","October"
"3004","Friday","SHEPPARD WEST STATION","3","5","S","YU","Morning","October"
"3005","Friday","WILSON STATION","3","5","S","YU","Morning","October"
"3006","Friday","COLLEGE STATION","4","6","S","YU","Morning","October"
"3007","Friday","SUMMERHILL STATION","4","6","S","YU","Morning","October"
"3008","Friday","LAWRENCE STATION","7","10","N","YU","Afternoon","October"
"3009","Friday","KEELE STATION","11","14","E","BD","Afternoon","October"
"3010","Friday","GREENWOOD STATION","10","12","E","BD","Afternoon","October"
"3011","Friday","DUPONT STATION","3","5","S","YU","Afternoon","October"
"3012","Friday","WOODBINE STATION","5","7","E","BD","Afternoon","October"
"3013","Friday","VICTORIA PARK STATION","8","10","E","BD","Afternoon","October"
"3014","Friday","ST ANDREW STATION","3","5","N","YU","Afternoon","October"
"3015","Friday","CHRISTIE STATION","4","7","W","BD","Afternoon","October"
"3016","Friday","VICTORIA PARK STATION","4","6","W","BD","Evening","October"
"3017","Friday","VAUGHAN MC STATION","3","5","N","YU","Evening","October"
"3018","Friday","OSSINGTON STATION","4","8","W","BD","Evening","October"
"3019","Friday","BLOOR STATION","3","6","S","YU","Evening","October"
"3020","Friday","WILSON STATION","3","6","N","YU","Evening","October"
"3021","Friday","KEELE STATION","4","8","E","BD","Evening","October"
"3022","Friday","VICTORIA PARK STATION","4","8","E","BD","Evening","October"
"3023","Saturday","WELLESLEY STATION","8","13","N","YU","Night","October"
"3024","Saturday","LAWRENCE WEST STATION","3","8","N","YU","Night","October"
"3025","Saturday","BAY STATION","3","7","E","BD","Night","October"
"3026","Saturday","KEELE STATION","4","8","E","BD","Night","October"
"3027","Saturday","GLENCAIRN STATION","3","8","S","YU","Morning","October"
"3028","Saturday","BESSARION STATION","4","9","W","SHP","Morning","October"
"3029","Saturday","PAPE STATION","4","8","E","BD","Afternoon","October"
"3030","Saturday","KENNEDY SRT STATION","5","11","S","SRT","Evening","October"
"3031","Sunday","JANE STATION","3","7","W","BD","Night","October"
"3032","Sunday","SHEPPARD WEST STATION","7","12","N","YU","Morning","October"
"3033","Sunday","SUMMERHILL STATION","10","15","S","YU","Afternoon","October"
"3034","Sunday","ST GEORGE YUS STATION","6","10","N","YU","Afternoon","October"
"3035","Sunday","WOODBINE STATION","7","11","E","BD","Afternoon","October"
"3036","Sunday","VAUGHAN MC STATION","18","22","N","YU","Evening","October"
"3037","Sunday","SHEPPARD WEST STATION","9","13","N","YU","Evening","October"
"3038","Sunday","VAUGHAN MC STATION","4","8","S","YU","Evening","October"
"3039","Sunday","WELLESLEY STATION","3","8","N","YU","Evening","October"
"3040","Sunday","ISLINGTON STATION","15","20","E","BD","Evening","October"
"3041","Monday","GREENWOOD STATION","3","5","E","BD","Morning","October"
"3042","Monday","KENNEDY BD STATION","3","5","W","BD","Morning","October"
"3043","Monday","COLLEGE STATION","3","5","S","YU","Morning","October"
"3044","Monday","OSGOODE STATION","3","6","S","YU","Afternoon","October"
"3045","Monday","ST GEORGE YUS STATION","3","5","S","YU","Evening","October"
"3046","Monday","BLOOR STATION","3","5","N","YU","Evening","October"
"3047","Monday","SHEPPARD STATION","18","23","S","YU","Evening","October"
"3048","Monday","KENNEDY BD STATION","5","10","W","BD","Evening","October"
"3049","Tuesday","VICTORIA PARK STATION","3","8","W","BD","Night","October"
"3050","Tuesday","YORK UNIVERSITY STATIO","10","15","N","YU","Night","October"
"3051","Tuesday","SHEPPARD WEST STATION","4","8","N","YU","Morning","October"
"3052","Tuesday","GREENWOOD STATION","5","7","E","BD","Morning","October"
"3053","Tuesday","LAWRENCE EAST STATION","40","46","N","SRT","Morning","October"
"3054","Tuesday","MAIN STREET STATION","3","5","W","BD","Morning","October"
"3055","Tuesday","DAVISVILLE STATION","23","25","S","YU","Morning","October"
"3056","Tuesday","CHESTER STATION","38","41","W","BD","Afternoon","October"
"3057","Tuesday","BROADVIEW STATION","3","6","E","BD","Afternoon","October"
"3058","Tuesday","LAWRENCE EAST STATION","5","10","N","SRT","Afternoon","October"
"3059","Tuesday","BATHURST STATION","3","5","W","BD","Afternoon","October"
"3060","Tuesday","KIPLING STATION","3","5","E","BD","Afternoon","October"
"3061","Tuesday","QUEEN STATION","3","5","S","YU","Evening","October"
"3062","Wednesday","KENNEDY BD STATION","3","7","W","BD","Morning","October"
"3063","Wednesday","KENNEDY SRT STATION","17","22","N","SRT","Morning","October"
"3064","Wednesday","CHESTER STATION","3","5","W","BD","Morning","October"
"3065","Wednesday","HIGH PARK STATION","52","54","W","BD","Morning","October"
"3066","Wednesday","ROSEDALE STATION","3","6","N","YU","Afternoon","October"
"3067","Wednesday","ST GEORGE YUS STATION","3","6","N","YU","Afternoon","October"
"3068","Wednesday","DAVISVILLE STATION","4","7","S","YU","Afternoon","October"
"3069","Wednesday","ST GEORGE YUS STATION","3","5","N","YU","Afternoon","October"
"3070","Wednesday","DAVISVILLE STATION","5","7","S","YU","Afternoon","October"
"3071","Wednesday","ROSEDALE STATION","3","5","N","YU","Evening","October"
"3072","Wednesday","UNION STATION","3","5","S","YU","Evening","October"
"3073","Wednesday","DAVISVILLE STATION","4","6","S","YU","Evening","October"
"3074","Wednesday","NORTH YORK CTR STATION","13","16","N","YU","Evening","October"
"3075","Wednesday","SPADINA BD STATION","4","8","W","BD","Evening","October"
"3076","Thursday","WILSON STATION","3","5","S","YU","Morning","October"
"3077","Thursday","VAUGHAN MC STATION","4","8","S","YU","Morning","October"
"3078","Thursday","BAY STATION","7","9","W","BD","Morning","October"
"3079","Thursday","ST GEORGE BD STATION","4","7","W","BD","Morning","October"
"3080","Thursday","LAWRENCE EAST STATION","5","12","N","SRT","Afternoon","October"
"3081","Thursday","CASTLE FRANK STATION","3","6","W","BD","Afternoon","October"
"3082","Thursday","WELLESLEY STATION","3","6","S","YU","Afternoon","October"
"3083","Thursday","SHEPPARD WEST STATION","5","8","S","YU","Afternoon","October"
"3084","Thursday","SHERBOURNE STATION","8","11","E","BD","Afternoon","October"
"3085","Thursday","COXWELL STATION","5","8","W","BD","Afternoon","October"
"3086","Thursday","SHEPPARD STATION","6","8","N","YU","Evening","October"
"3087","Thursday","CHRISTIE STATION","3","5","E","BD","Evening","October"
"3088","Thursday","CASTLE FRANK STATION","3","6","W","BD","Evening","October"
"3089","Thursday","BLOOR STATION","3","5","S","YU","Evening","October"
"3090","Thursday","ST GEORGE YUS STATION","3","8","S","YU","Evening","October"
"3091","Friday","COXWELL STATION","4","6","E","BD","Morning","October"
