"","Day","Station","Min.Delay","Min.Gap","Bound","Line","TTC.clean_time.labeled","Month"
"1","Sunday","ST GEORGE BD STATION","8","12","W","BD","Night","April"
"2","Sunday","KENNEDY BD STATION","3","7","W","BD","Morning","April"
"3","Sunday","PAPE STATION","3","7","E","BD","Afternoon","April"
"4","Sunday","WILSON STATION","4","9","S","YU","Afternoon","April"
"5","Monday","KEELE STATION","7","11","E","BD","Night","April"
"6","Monday","CHRISTIE STATION","3","7","E","BD","Night","April"
"7","Monday","WILSON STATION","11","15","S","YU","Morning","April"
"8","Monday","DUPONT STATION","5","7","S","YU","Morning","April"
"9","Monday","WILSON STATION","8","11","S","YU","Afternoon","April"
"10","Monday","ST GEORGE BD STATION","3","5","E","BD","Afternoon","April"
"11","Monday","YORK UNIVERSITY STATIO","3","5","S","YU","Evening","April"
"12","Monday","DAVISVILLE STATION","3","5","S","YU","Evening","April"
"13","Monday","BAYVIEW STATION","5","11","W","SHP","Evening","April"
"14","Tuesday","MUSEUM STATION","3","5","N","YU","Morning","April"
"15","Tuesday","BAYVIEW STATION","9","14","W","SHP","Morning","April"
"16","Tuesday","YORKDALE STATION","35","38","S","YU","Afternoon","April"
"17","Tuesday","DONLANDS STATION","3","5","W","BD","Afternoon","April"
"18","Tuesday","KIPLING STATION","3","5","W","BD","Afternoon","April"
"19","Tuesday","JANE STATION","7","9","W","BD","Evening","April"
"20","Tuesday","BAYVIEW STATION","7","13","E","SHP","Evening","April"
"21","Tuesday","ST ANDREW STATION","6","9","S","YU","Evening","April"
"22","Tuesday","OSGOODE STATION","3","6","S","YU","Evening","April"
"23","Tuesday","DAVISVILLE STATION","3","6","S","YU","Evening","April"
"24","Tuesday","COXWELL STATION","4","8","W","BD","Evening","April"
"25","Wednesday","ST GEORGE BD STATION","4","8","W","BD","Morning","April"
"26","Wednesday","WILSON STATION","3","5","S","YU","Morning","April"
"27","Wednesday","VICTORIA PARK STATION","3","7","W","BD","Morning","April"
"28","Wednesday","LAWRENCE EAST STATION","5","10","N","SRT","Morning","April"
"29","Wednesday","DUFFERIN STATION","8","11","W","BD","Morning","April"
"30","Wednesday","MIDLAND STATION","4","9","N","SRT","Morning","April"
"31","Wednesday","MIDLAND STATION","4","9","S","SRT","Morning","April"
"32","Wednesday","CHRISTIE STATION","3","5","E","BD","Morning","April"
"33","Wednesday","COXWELL STATION","3","5","W","BD","Morning","April"
"34","Wednesday","VAUGHAN MC STATION","3","6","S","YU","Afternoon","April"
"35","Wednesday","KIPLING STATION","3","6","E","BD","Afternoon","April"
"36","Wednesday","KENNEDY SRT STATION","5","10","S","SRT","Afternoon","April"
"37","Wednesday","SCARB CTR STATION","3","10","S","SRT","Afternoon","April"
"38","Wednesday","BROADVIEW STATION","3","6","E","BD","Afternoon","April"
"39","Wednesday","LAWRENCE STATION","3","5","N","YU","Evening","April"
"40","Wednesday","CHRISTIE STATION","4","6","W","BD","Evening","April"
"41","Wednesday","WILSON STATION","8","11","S","YU","Evening","April"
"42","Wednesday","CHRISTIE STATION","4","6","W","BD","Evening","April"
"43","Wednesday","VICTORIA PARK STATION","9","13","W","BD","Evening","April"
"44","Wednesday","BAYVIEW STATION","5","10","E","SHP","Evening","April"
"45","Wednesday","WARDEN STATION","4","8","W","BD","Evening","April"
"46","Thursday","BLOOR STATION","25","30","N","YU","Night","April"
"47","Thursday","ROYAL YORK STATION","3","5","W","BD","Morning","April"
"48","Thursday","WOODBINE STATION","9","12","W","BD","Morning","April"
"49","Thursday","OSSINGTON STATION","5","8","E","BD","Morning","April"
"50","Thursday","BATHURST STATION","7","12","E","BD","Morning","April"
"51","Thursday","ST GEORGE BD STATION","4","6","E","BD","Morning","April"
"52","Thursday","RUNNYMEDE STATION","6","8","E","BD","Morning","April"
"53","Thursday","CHRISTIE STATION","8","10","W","BD","Morning","April"
"54","Thursday","ST GEORGE BD STATION","13","15","E","BD","Morning","April"
"55","Thursday","CHESTER STATION","3","5","W","BD","Morning","April"
"56","Thursday","CHRISTIE STATION","4","7","E","BD","Afternoon","April"
"57","Thursday","BATHURST STATION","4","6","W","BD","Afternoon","April"
"58","Thursday","SHEPPARD STATION","3","5","N","YU","Afternoon","April"
"59","Thursday","ST GEORGE BD STATION","15","17","W","BD","Afternoon","April"
"60","Thursday","DON MILLS STATION","5","10","W","SHP","Afternoon","April"
"61","Thursday","BATHURST STATION","8","10","E","BD","Evening","April"
"62","Thursday","CHRISTIE STATION","12","14","W","BD","Evening","April"
"63","Thursday","ST GEORGE BD STATION","5","7","E","BD","Evening","April"
"64","Thursday","WILSON STATION","4","6","N","YU","Evening","April"
"65","Thursday","MIDLAND STATION","7","13","N","SRT","Evening","April"
"66","Thursday","COXWELL STATION","5","8","E","BD","Evening","April"
"67","Friday","BAY STATION","5","7","W","BD","Morning","April"
"68","Friday","QUEEN'S PARK STATION","3","5","S","YU","Morning","April"
"69","Friday","SHERBOURNE STATION","5","7","W","BD","Morning","April"
"70","Friday","DOWNSVIEW PARK STATION","3","6","N","YU","Afternoon","April"
"71","Friday","MUSEUM STATION","3","6","S","YU","Afternoon","April"
"72","Friday","RUNNYMEDE STATION","4","6","W","BD","Afternoon","April"
"73","Friday","VAUGHAN MC STATION","3","5","S","YU","Afternoon","April"
"74","Friday","SHEPPARD WEST STATION","3","5","S","YU","Afternoon","April"
"75","Friday","YORKDALE STATION","5","8","N","YU","Evening","April"
"76","Friday","JANE STATION","3","6","W","BD","Evening","April"
"77","Friday","SHEPPARD WEST STATION","4","8","S","YU","Evening","April"
"78","Friday","YORK MILLS STATION","8","11","S","YU","Evening","April"
"79","Friday","KING STATION","9","12","N","YU","Evening","April"
"80","Friday","KIPLING STATION","3","8","E","BD","Evening","April"
"81","Friday","LAWRENCE STATION","5","10","N","YU","Evening","April"
"82","Saturday","KENNEDY BD STATION","5","10","W","BD","Morning","April"
"83","Saturday","LAWRENCE WEST STATION","5","10","S","YU","Morning","April"
"84","Saturday","SUMMERHILL STATION","3","6","N","YU","Afternoon","April"
"85","Saturday","QUEEN STATION","4","7","S","YU","Afternoon","April"
"86","Saturday","YORK MILLS STATION","4","7","S","YU","Afternoon","April"
"87","Saturday","MUSEUM STATION","3","6","S","YU","Afternoon","April"
"88","Saturday","BLOOR STATION","12","15","S","YU","Afternoon","April"
"89","Saturday","BROADVIEW STATION","3","7","E","BD","Afternoon","April"
"90","Saturday","SHEPPARD WEST STATION","8","11","N","YU","Evening","April"
"91","Saturday","MAIN STREET STATION","10","14","W","BD","Evening","April"
"92","Sunday","OSSINGTON STATION","6","11","W","BD","Night","April"
"93","Sunday","DUFFERIN STATION","3","8","W","BD","Night","April"
"94","Sunday","LANSDOWNE STATION","3","8","W","BD","Night","April"
"95","Sunday","DONLANDS STATION","4","8","W","BD","Morning","April"
"96","Sunday","KENNEDY BD STATION","6","10","W","BD","Morning","April"
"97","Sunday","DONLANDS STATION","4","8","E","BD","Afternoon","April"
"98","Sunday","CHRISTIE STATION","4","8","E","BD","Afternoon","April"
"99","Sunday","WILSON STATION","6","10","S","YU","Afternoon","April"
"100","Sunday","MAIN STREET STATION","7","11","E","BD","Afternoon","April"
"101","Sunday","BLOOR STATION","5","10","N","YU","Evening","April"
"102","Sunday","YORK MILLS STATION","6","11","S","YU","Evening","April"
"103","Monday","WILSON STATION","10","14","N","YU","Morning","April"
"104","Monday","ISLINGTON STATION","3","5","W","BD","Morning","April"
"105","Monday","COXWELL STATION","3","5","W","BD","Morning","April"
"106","Monday","VICTORIA PARK STATION","7","9","W","BD","Morning","April"
"107","Monday","PAPE STATION","3","6","W","BD","Afternoon","April"
"108","Monday","WARDEN STATION","5","8","E","BD","Afternoon","April"
"109","Monday","ST GEORGE BD STATION","3","6","W","BD","Afternoon","April"
"110","Monday","CHESTER STATION","5","8","E","BD","Afternoon","April"
"111","Monday","SHEPPARD WEST STATION","3","5","S","YU","Afternoon","April"
"112","Monday","ST GEORGE BD STATION","5","7","W","BD","Afternoon","April"
"113","Monday","RUNNYMEDE STATION","6","8","E","BD","Afternoon","April"
"114","Monday","KIPLING STATION","3","5","E","BD","Afternoon","April"
"115","Monday","SHEPPARD WEST STATION","5","8","N","YU","Afternoon","April"
"116","Monday","SHEPPARD WEST STATION","4","7","S","YU","Evening","April"
"117","Monday","SPADINA BD STATION","3","6","W","BD","Evening","April"
"118","Monday","WILSON STATION","3","5","N","YU","Evening","April"
"119","Monday","WILSON STATION","5","10","N","YU","Evening","April"
"120","Tuesday","DUPONT STATION","4","9","S","YU","Night","April"
"121","Tuesday","COXWELL STATION","4","9","E","BD","Morning","April"
"122","Tuesday","SHEPPARD WEST STATION","6","8","S","YU","Morning","April"
"123","Tuesday","VICTORIA PARK STATION","26","28","W","BD","Morning","April"
"124","Tuesday","SHEPPARD WEST STATION","3","6","S","YU","Afternoon","April"
"125","Tuesday","LAWRENCE WEST STATION","3","6","S","YU","Afternoon","April"
"126","Tuesday","COXWELL STATION","4","7","W","BD","Afternoon","April"
"127","Tuesday","WILSON STATION","3","6","N","YU","Afternoon","April"
"128","Tuesday","YORK MILLS STATION","9","11","S","YU","Afternoon","April"
"129","Tuesday","CHRISTIE STATION","6","8","W","BD","Afternoon","April"
"130","Tuesday","QUEEN STATION","5","10","N","YU","Evening","April"
"131","Wednesday","ST GEORGE BD STATION","7","11","E","BD","Night","April"
"132","Wednesday","DONLANDS STATION","18","20","E","BD","Morning","April"
"133","Wednesday","PAPE STATION","6","8","W","BD","Morning","April"
"134","Wednesday","QUEEN'S PARK STATION","7","9","S","YU","Morning","April"
"135","Wednesday","KING STATION","3","6","S","YU","Afternoon","April"
"136","Wednesday","DUPONT STATION","3","6","S","YU","Afternoon","April"
"137","Wednesday","BROADVIEW STATION","3","6","E","BD","Afternoon","April"
"138","Wednesday","GREENWOOD STATION","3","5","W","BD","Afternoon","April"
"139","Wednesday","SHEPPARD WEST STATION","10","12","N","YU","Evening","April"
"140","Wednesday","KIPLING STATION","3","5","E","BD","Evening","April"
"141","Wednesday","BROADVIEW STATION","3","5","E","BD","Evening","April"
"142","Wednesday","ST GEORGE YUS STATION","7","11","S","YU","Evening","April"
"143","Wednesday","DON MILLS STATION","5","10","E","SHP","Evening","April"
"144","Wednesday","KIPLING STATION","4","8","W","BD","Evening","April"
"145","Thursday","ISLINGTON STATION","12","17","E","BD","Night","April"
"146","Thursday","ST GEORGE YUS STATION","4","9","N","YU","Night","April"
"147","Thursday","MCCOWAN STATION","3","7","N","SRT","Morning","April"
"148","Thursday","DAVISVILLE STATION","3","6","S","YU","Morning","April"
"149","Thursday","DONLANDS STATION","3","6","E","BD","Morning","April"
"150","Thursday","COLLEGE STATION","17","20","S","YU","Afternoon","April"
"151","Thursday","WARDEN STATION","5","8","E","BD","Afternoon","April"
"152","Thursday","WARDEN STATION","3","5","W","BD","Afternoon","April"
"153","Thursday","KENNEDY BD STATION","5","7","W","BD","Evening","April"
"154","Thursday","KIPLING STATION","3","6","E","BD","Evening","April"
"155","Thursday","KEELE STATION","3","6","E","BD","Evening","April"
"156","Thursday","LESLIE STATION","14","19","W","SHP","Evening","April"
"157","Thursday","QUEEN STATION","12","17","N","YU","Evening","April"
"158","Friday","DOWNSVIEW PARK STATION","10","14","S","YU","Morning","April"
"159","Friday","KENNEDY BD STATION","6","9","W","BD","Afternoon","April"
"160","Friday","KENNEDY BD STATION","3","6","E","BD","Afternoon","April"
"161","Friday","VAUGHAN MC STATION","4","8","S","YU","Afternoon","April"
"162","Friday","WILSON STATION","4","8","N","YU","Afternoon","April"
"163","Friday","WILSON STATION","4","8","N","YU","Afternoon","April"
"164","Friday","YORK MILLS STATION","8","11","S","YU","Evening","April"
"165","Friday","NORTH YORK CTR STATION","18","21","N","YU","Evening","April"
"166","Friday","ST PATRICK STATION","6","8","N","YU","Evening","April"
"167","Friday","WELLESLEY STATION","4","6","S","YU","Evening","April"
"168","Friday","SHEPPARD STATION","20","35","N","YU","Evening","April"
"169","Saturday","WARDEN STATION","13","17","E","BD","Morning","April"
"170","Saturday","KENNEDY BD STATION","4","8","W","BD","Morning","April"
"171","Saturday","QUEEN STATION","4","7","S","YU","Afternoon","April"
"172","Saturday","WOODBINE STATION","3","7","E","BD","Afternoon","April"
"173","Saturday","CHRISTIE STATION","5","9","E","BD","Afternoon","April"
"174","Saturday","WILSON STATION","4","7","N","YU","Evening","April"
"175","Saturday","DAVISVILLE STATION","4","9","S","YU","Evening","April"
"176","Sunday","SHEPPARD WEST STATION","14","19","N","YU","Night","April"
"177","Sunday","DAVISVILLE STATION","5","10","S","YU","Morning","April"
"178","Sunday","LAWRENCE EAST STATION","3","9","N","SRT","Morning","April"
"179","Sunday","MCCOWAN STATION","5","11","N","SRT","Afternoon","April"
"180","Sunday","PAPE STATION","7","11","E","BD","Afternoon","April"
"181","Sunday","ELLESMERE STATION","12","17","N","SRT","Afternoon","April"
"182","Sunday","LANSDOWNE STATION","3","7","W","BD","Evening","April"
"183","Sunday","VAUGHAN MC STATION","5","10","S","YU","Evening","April"
"184","Sunday","WARDEN STATION","18","23","E","BD","Evening","April"
"185","Sunday","VICTORIA PARK STATION","5","10","W","BD","Evening","April"
"186","Monday","VAUGHAN MC STATION","6","11","S","YU","Morning","April"
"187","Monday","LAWRENCE STATION","3","5","S","YU","Morning","April"
"188","Monday","LAWRENCE EAST STATION","3","8","S","SRT","Morning","April"
"189","Monday","WARDEN STATION","10","15","W","BD","Morning","April"
"190","Monday","KING STATION","11","13","N","YU","Morning","April"
"191","Monday","UNION STATION","4","6","N","YU","Morning","April"
"192","Monday","SHERBOURNE STATION","14","16","W","BD","Morning","April"
"193","Monday","CHESTER STATION","3","5","W","BD","Morning","April"
"194","Monday","COXWELL STATION","4","7","W","BD","Morning","April"
"195","Monday","CASTLE FRANK STATION","9","12","W","BD","Afternoon","April"
"196","Monday","GREENWOOD STATION","3","6","E","BD","Afternoon","April"
"197","Monday","SHEPPARD WEST STATION","5","8","N","YU","Afternoon","April"
"198","Monday","CHRISTIE STATION","4","7","W","BD","Afternoon","April"
"199","Monday","DONLANDS STATION","9","12","W","BD","Afternoon","April"
"200","Monday","DAVISVILLE STATION","3","5","S","YU","Afternoon","April"
"201","Monday","WELLESLEY STATION","5","7","S","YU","Evening","April"
"202","Monday","ROSEDALE STATION","3","6","N","YU","Evening","April"
"203","Monday","COXWELL STATION","4","8","W","BD","Evening","April"
"204","Monday","KENNEDY BD STATION","5","10","E","BD","Evening","April"
"205","Monday","BLOOR STATION","5","10","S","YU","Evening","April"
"206","Tuesday","BLOOR STATION","5","8","S","YU","Morning","April"
"207","Tuesday","LAWRENCE WEST STATION","4","7","S","YU","Afternoon","April"
"208","Tuesday","GREENWOOD STATION","3","6","E","BD","Afternoon","April"
"209","Tuesday","KEELE STATION","12","14","W","BD","Afternoon","April"
"210","Tuesday","WILSON STATION","6","9","S","YU","Afternoon","April"
"211","Tuesday","DAVISVILLE STATION","3","5","S","YU","Afternoon","April"
"212","Tuesday","KENNEDY BD STATION","3","5","W","BD","Evening","April"
"213","Tuesday","ISLINGTON STATION","6","9","E","BD","Evening","April"
"214","Tuesday","SHEPPARD WEST STATION","3","6","N","YU","Evening","April"
"215","Tuesday","VICTORIA PARK STATION","3","5","E","BD","Evening","April"
"216","Tuesday","ST GEORGE BD STATION","5","7","W","BD","Evening","April"
"217","Tuesday","BLOOR STATION","4","6","N","YU","Evening","April"
"218","Tuesday","DOWNSVIEW PARK STATION","4","7","S","YU","Evening","April"
"219","Tuesday","KIPLING STATION","3","6","E","BD","Evening","April"
"220","Tuesday","DAVISVILLE STATION","7","10","S","YU","Evening","April"
"221","Tuesday","LAWRENCE STATION","4","7","N","YU","Evening","April"
"222","Tuesday","KIPLING STATION","4","8","W","BD","Evening","April"
"223","Tuesday","HIGH PARK STATION","6","10","W","BD","Evening","April"
"224","Tuesday","SUMMERHILL STATION","3","8","N","YU","Evening","April"
"225","Tuesday","ST GEORGE YUS STATION","5","10","S","YU","Evening","April"
"226","Wednesday","SHEPPARD WEST STATION","5","10","N","YU","Night","April"
"227","Wednesday","UNION STATION","19","23","N","YU","Morning","April"
"228","Wednesday","GREENWOOD STATION","3","5","E","BD","Morning","April"
"229","Wednesday","SHERBOURNE STATION","3","5","E","BD","Morning","April"
"230","Wednesday","BAY STATION","13","15","W","BD","Morning","April"
"231","Wednesday","OSSINGTON STATION","8","10","W","BD","Morning","April"
"232","Wednesday","COXWELL STATION","7","10","W","BD","Afternoon","April"
"233","Wednesday","KIPLING STATION","3","6","E","BD","Afternoon","April"
"234","Wednesday","SUMMERHILL STATION","7","10","N","YU","Afternoon","April"
"235","Wednesday","DONLANDS STATION","3","5","W","BD","Afternoon","April"
"236","Wednesday","QUEEN STATION","3","6","N","YU","Afternoon","April"
"237","Wednesday","OSSINGTON STATION","7","10","E","BD","Afternoon","April"
"238","Wednesday","WILSON STATION","4","6","S","YU","Afternoon","April"
"239","Wednesday","KEELE STATION","5","8","W","BD","Evening","April"
"240","Wednesday","VAUGHAN MC STATION","4","7","N","YU","Evening","April"
"241","Wednesday","DONLANDS STATION","4","8","E","BD","Evening","April"
"242","Thursday","KENNEDY BD STATION","4","7","W","BD","Morning","April"
"243","Thursday","MUSEUM STATION","4","7","S","YU","Afternoon","April"
"244","Thursday","ROSEDALE STATION","4","7","S","YU","Afternoon","April"
"245","Thursday","WOODBINE STATION","9","12","W","BD","Afternoon","April"
"246","Thursday","RUNNYMEDE STATION","3","5","W","BD","Evening","April"
"247","Thursday","KENNEDY BD STATION","9","12","W","BD","Evening","April"
"248","Thursday","YORK UNIVERSITY STATIO","3","5","S","YU","Evening","April"
"249","Thursday","SHEPPARD WEST STATION","3","6","S","YU","Evening","April"
"250","Thursday","BESSARION STATION","3","8","E","SHP","Evening","April"
"251","Thursday","UNION STATION","11","16","N","YU","Evening","April"
"252","Thursday","MUSEUM STATION","4","7","S","YU","Evening","April"
"253","Friday","BAYVIEW STATION","3","8","W","SHP","Morning","April"
"254","Friday","ROSEDALE STATION","10","12","N","YU","Morning","April"
"255","Friday","VAUGHAN MC STATION","4","8","S","YU","Morning","April"
"256","Friday","ST GEORGE YUS STATION","6","8","N","YU","Morning","April"
"257","Friday","BLOOR STATION","3","5","S","YU","Morning","April"
"258","Friday","ST GEORGE YUS STATION","4","6","N","YU","Morning","April"
"259","Friday","MUSEUM STATION","7","10","N","YU","Afternoon","April"
"260","Friday","ROYAL YORK STATION","3","6","E","BD","Afternoon","April"
"261","Friday","KIPLING STATION","3","6","E","BD","Afternoon","April"
"262","Friday","MAIN STREET STATION","9","12","E","BD","Afternoon","April"
"263","Friday","BATHURST STATION","6","8","W","BD","Evening","April"
"264","Friday","ST GEORGE BD STATION","3","5","W","BD","Evening","April"
"265","Friday","PAPE STATION","5","8","E","BD","Evening","April"
"266","Friday","ST GEORGE YUS STATION","7","10","S","YU","Evening","April"
"267","Friday","SHEPPARD WEST STATION","9","12","N","YU","Evening","April"
"268","Saturday","ST GEORGE BD STATION","4","8","W","BD","Morning","April"
"269","Saturday","OLD MILL STATION","4","8","W","BD","Afternoon","April"
"270","Saturday","ISLINGTON STATION","5","10","E","BD","Evening","April"
"271","Saturday","ISLINGTON STATION","7","11","E","BD","Evening","April"
"272","Saturday","CASTLE FRANK STATION","4","8","E","BD","Evening","April"
"273","Saturday","ROSEDALE STATION","11","16","S","YU","Evening","April"
"274","Saturday","BROADVIEW STATION","4","8","E","BD","Evening","April"
"275","Saturday","BROADVIEW STATION","3","7","W","BD","Evening","April"
"276","Sunday","PAPE STATION","3","7","W","BD","Afternoon","April"
"277","Sunday","RUNNYMEDE STATION","4","9","E","BD","Afternoon","April"
"278","Sunday","WILSON STATION","13","18","N","YU","Afternoon","April"
"279","Sunday","HIGH PARK STATION","3","7","E","BD","Afternoon","April"
"280","Sunday","UNION STATION","4","9","S","YU","Afternoon","April"
"281","Sunday","UNION STATION","4","9","S","YU","Evening","April"
"282","Sunday","CASTLE FRANK STATION","6","10","E","BD","Evening","April"
"283","Sunday","SPADINA BD STATION","3","7","E","BD","Evening","April"
"284","Monday","CHRISTIE STATION","3","5","W","BD","Morning","April"
"285","Monday","WILSON STATION","4","7","S","YU","Morning","April"
"286","Monday","DONLANDS STATION","3","5","W","BD","Afternoon","April"
"287","Monday","VAUGHAN MC STATION","3","8","S","YU","Afternoon","April"
"288","Monday","WOODBINE STATION","3","5","E","BD","Afternoon","April"
"289","Monday","KIPLING STATION","9","13","W","BD","Afternoon","April"
"290","Monday","LAWRENCE WEST STATION","3","5","N","YU","Evening","April"
"291","Monday","DON MILLS STATION","5","10","W","SHP","Evening","April"
"292","Monday","KENNEDY BD STATION","4","6","W","BD","Evening","April"
"293","Monday","WILSON STATION","3","6","N","YU","Evening","April"
"294","Monday","BROADVIEW STATION","9","13","E","BD","Evening","April"
"295","Monday","COXWELL STATION","8","12","W","BD","Evening","April"
"296","Tuesday","ISLINGTON STATION","14","18","E","BD","Night","April"
"297","Tuesday","SHEPPARD STATION","3","5","S","YU","Morning","April"
"298","Tuesday","ST GEORGE YUS STATION","4","6","N","YU","Evening","April"
"299","Tuesday","WILSON STATION","3","5","S","YU","Evening","April"
"300","Tuesday","VICTORIA PARK STATION","8","11","W","BD","Evening","April"
"301","Tuesday","WARDEN STATION","10","13","E","BD","Evening","April"
"302","Tuesday","PAPE STATION","8","12","E","BD","Evening","April"
"303","Tuesday","ELLESMERE STATION","5","12","N","SRT","Evening","April"
"304","Wednesday","VAUGHAN MC STATION","12","17","S","YU","Night","April"
"305","Wednesday","COXWELL STATION","4","8","E","BD","Morning","April"
"306","Wednesday","DAVISVILLE STATION","3","5","N","YU","Morning","April"
"307","Wednesday","KEELE STATION","4","6","E","BD","Morning","April"
"308","Wednesday","KIPLING STATION","3","6","W","BD","Morning","April"
"309","Wednesday","ROSEDALE STATION","3","5","S","YU","Morning","April"
"310","Wednesday","MCCOWAN STATION","5","10","S","SRT","Morning","April"
"311","Wednesday","WOODBINE STATION","4","8","E","BD","Morning","April"
"312","Wednesday","COXWELL STATION","3","6","E","BD","Morning","April"
"313","Wednesday","KIPLING STATION","3","6","E","BD","Afternoon","April"
"314","Wednesday","SPADINA BD STATION","4","7","E","BD","Afternoon","April"
"315","Wednesday","KENNEDY BD STATION","4","8","W","BD","Afternoon","April"
"316","Wednesday","YORKDALE STATION","7","10","N","YU","Afternoon","April"
"317","Wednesday","VAUGHAN MC STATION","3","5","N","YU","Afternoon","April"
"318","Wednesday","VAUGHAN MC STATION","3","5","S","YU","Afternoon","April"
"319","Wednesday","CHRISTIE STATION","9","12","E","BD","Afternoon","April"
"320","Wednesday","LAWRENCE STATION","5","8","N","YU","Afternoon","April"
"321","Wednesday","NORTH YORK CTR STATION","3","5","S","YU","Afternoon","April"
"322","Wednesday","VICTORIA PARK STATION","4","8","W","BD","Afternoon","April"
"323","Wednesday","QUEEN'S PARK STATION","3","5","N","YU","Evening","April"
"324","Wednesday","DUPONT STATION","14","16","S","YU","Evening","April"
"325","Wednesday","SHEPPARD STATION","4","7","S","YU","Evening","April"
"326","Wednesday","SPADINA BD STATION","3","7","E","BD","Evening","April"
"327","Thursday","SCARB CTR STATION","6","10","N","SRT","Morning","April"
"328","Thursday","LAWRENCE EAST STATION","8","12","S","SRT","Morning","April"
"329","Thursday","KIPLING STATION","3","5","E","BD","Morning","April"
"330","Thursday","ROSEDALE STATION","3","5","S","YU","Morning","April"
"331","Thursday","QUEEN STATION","6","8","N","YU","Morning","April"
"332","Thursday","BLOOR STATION","4","8","N","YU","Morning","April"
"333","Thursday","DUPONT STATION","5","8","N","YU","Afternoon","April"
"334","Thursday","COLLEGE STATION","11","15","N","YU","Afternoon","April"
"335","Thursday","WOODBINE STATION","3","5","E","BD","Evening","April"
"336","Thursday","YORK MILLS STATION","3","6","N","YU","Evening","April"
"337","Thursday","SPADINA BD STATION","6","8","W","BD","Evening","April"
"338","Thursday","KENNEDY BD STATION","3","5","W","BD","Evening","April"
"339","Thursday","YORK UNIVERSITY STATIO","7","11","S","YU","Evening","April"
"340","Thursday","JANE STATION","30","33","E","BD","Evening","April"
"341","Thursday","MAIN STREET STATION","3","7","W","BD","Evening","April"
"342","Friday","KENNEDY BD STATION","3","7","W","BD","Night","April"
"343","Friday","ST GEORGE BD STATION","6","10","W","BD","Morning","April"
"344","Friday","OSSINGTON STATION","4","8","E","BD","Morning","April"
"345","Friday","WILSON STATION","3","5","S","YU","Morning","April"
"346","Friday","VAUGHAN MC STATION","20","24","S","YU","Morning","April"
"347","Friday","PAPE STATION","2","4","E","BD","Morning","April"
"348","Friday","YORK MILLS STATION","4","6","S","YU","Morning","April"
"349","Friday","BESSARION STATION","24","29","E","SHP","Morning","April"
"350","Friday","VAUGHAN MC STATION","6","9","S","YU","Afternoon","April"
"351","Friday","WILSON STATION","4","8","N","YU","Afternoon","April"
"352","Friday","SHEPPARD STATION","14","17","S","YU","Afternoon","April"
"353","Friday","ST GEORGE BD STATION","23","25","W","BD","Afternoon","April"
"354","Friday","KENNEDY BD STATION","4","6","W","BD","Afternoon","April"
"355","Friday","KIPLING STATION","3","5","W","BD","Afternoon","April"
"356","Friday","SHEPPARD WEST STATION","3","6","N","YU","Afternoon","April"
"357","Friday","CHESTER STATION","4","6","W","BD","Afternoon","April"
"358","Friday","WILSON STATION","5","7","S","YU","Evening","April"
"359","Friday","PAPE STATION","3","5","E","BD","Evening","April"
"360","Friday","BLOOR STATION","3","5","S","YU","Evening","April"
"361","Friday","VAUGHAN MC STATION","5","10","S","YU","Evening","April"
"362","Friday","DOWNSVIEW PARK STATION","14","19","N","YU","Evening","April"
"363","Friday","MCCOWAN STATION","7","14","S","SRT","Evening","April"
"364","Saturday","DUFFERIN STATION","3","7","W","BD","Night","April"
"365","Saturday","KENNEDY BD STATION","4","8","W","BD","Morning","April"
"366","Saturday","COXWELL STATION","4","8","W","BD","Afternoon","April"
"367","Saturday","ISLINGTON STATION","6","10","W","BD","Afternoon","April"
"368","Saturday","ST GEORGE YUS STATION","3","6","S","YU","Afternoon","April"
"369","Saturday","CASTLE FRANK STATION","3","7","W","BD","Afternoon","April"
"370","Saturday","BAY STATION","3","7","W","BD","Evening","April"
"371","Saturday","KIPLING STATION","4","8","E","BD","Evening","April"
"372","Saturday","ST ANDREW STATION","4","7","N","YU","Evening","April"
"373","Saturday","OSSINGTON STATION","6","10","W","BD","Evening","April"
"374","Saturday","VAUGHAN MC STATION","4","7","N","YU","Evening","April"
"375","Saturday","BAY STATION","5","9","W","BD","Evening","April"
"376","Saturday","WILSON STATION","5","10","S","YU","Evening","April"
"377","Saturday","DAVISVILLE STATION","3","8","N","YU","Evening","April"
"378","Saturday","WARDEN STATION","3","7","E","BD","Evening","April"
"379","Sunday","SHEPPARD STATION","29","34","N","YU","Night","April"
"380","Sunday","WARDEN STATION","3","7","E","BD","Afternoon","April"
"381","Sunday","KENNEDY BD STATION","4","8","W","BD","Afternoon","April"
"382","Sunday","ST GEORGE YUS STATION","8","13","S","YU","Evening","April"
"383","Monday","YORK MILLS STATION","7","12","N","YU","Night","April"
"384","Monday","WILSON STATION","7","9","S","YU","Morning","April"
"385","Monday","HIGHWAY 407 STATION","5","10","N","YU","Morning","April"
"386","Monday","COXWELL STATION","8","11","E","BD","Morning","April"
"387","Monday","DAVISVILLE STATION","3","6","S","YU","Morning","April"
"388","Monday","WARDEN STATION","3","6","W","BD","Afternoon","April"
"389","Monday","COXWELL STATION","7","9","W","BD","Afternoon","April"
"390","Monday","KIPLING STATION","4","6","E","BD","Afternoon","April"
"391","Monday","WARDEN STATION","3","6","W","BD","Afternoon","April"
"392","Monday","WARDEN STATION","3","5","W","BD","Afternoon","April"
"393","Monday","WARDEN STATION","6","8","W","BD","Evening","April"
